viewer_id,age_group,gender,city,country,subscription_type,joined_date,preferred_genre,preferred_platform,is_active
678,25-34,Female,Dubai,Various,Basic,2022-08-29,Romance,MobileApp,0
679,25-34,Male,Hyderabad,India,Basic,2024-05-06,Action,SmartTV,1
680,18-24,Male,Delhi,India,Family,2023-09-21,Sci-Fi,TabletApp,0
681,45-54,Female,Toronto,Various,Premium,2023-05-20,Action,SmartTV,1
682,55+,Female,Singapore,Various,Family,2022-08-16,Action,MobileApp,1
683,45-54,Female,Singapore,Various,Free,2023-05-30,Comedy,WebBrowser,0
684,25-34,Female,Singapore,Various,Free,2023-12-17,Action,WebBrowser,1
685,18-24,Non-binary,Mumbai,India,Basic,2023-01-24,Action,StreamMax,1
686,35-44,Male,Sydney,Various,Premium,2022-08-31,Comedy,WebBrowser,0
687,35-44,Male,New York,Various,Family,2023-03-11,Drama,WebBrowser,1
688,35-44,Female,New York,Various,Premium,2023-04-07,Drama,TabletApp,1
689,25-34,Male,Sydney,Various,Premium,2024-04-03,Drama,TabletApp,1
690,25-34,Male,Los Angeles,Various,Basic,2023-04-30,Sci-Fi,MobileApp,1
691,55+,Non-binary,Bangalore,India,Premium,2024-03-15,Thriller,SmartTV,1
692,55+,Male,Toronto,Various,Family,2022-04-12,Romance,MobileApp,1
693,35-44,Female,Toronto,Various,Free,2023-04-06,Romance,SmartTV,1
694,55+,Non-binary,New York,Various,Premium,2022-12-19,Sci-Fi,WebBrowser,1
695,55+,Male,Toronto,Various,Basic,2024-03-10,Comedy,SmartTV,1
696,45-54,Non-binary,Tokyo,Various,Family,2022-03-22,Thriller,TabletApp,1
697,25-34,Male,Paris,Various,Premium,2023-03-08,Romance,TabletApp,1
698,18-24,Male,Toronto,Various,Basic,2022-12-18,Drama,SmartTV,1
699,35-44,Non-binary,Chennai,India,Family,2022-10-05,Thriller,SmartTV,1
700,45-54,Female,Tokyo,Various,Basic,2022-07-08,Sci-Fi,MobileApp,1
701,35-44,Non-binary,Paris,Various,Free,2022-08-04,Drama,WebBrowser,1
702,45-54,Non-binary,Delhi,India,Free,2022-01-27,Thriller,TabletApp,1
703,18-24,Female,Delhi,India,Basic,2022-03-28,Romance,WebBrowser,1
704,35-44,Female,Hyderabad,India,Basic,2022-05-15,Action,MobileApp,1
705,35-44,Female,Paris,Various,Family,2023-04-24,Action,SmartTV,1
706,55+,Male,Bangalore,India,Family,2023-10-09,Romance,TabletApp,1
707,55+,Female,Paris,Various,Premium,2023-05-09,Action,MobileApp,1
708,35-44,Female,London,Various,Family,2022-09-24,Drama,SmartTV,1
709,25-34,Female,Tokyo,Various,Premium,2023-04-26,Action,StreamMax,1
710,45-54,Female,London,Various,Free,2024-02-24,Thriller,SmartTV,1
711,18-24,Non-binary,Singapore,Various,Premium,2022-07-13,Thriller,TabletApp,1
712,25-34,Non-binary,Hyderabad,India,Family,2024-04-28,Thriller,MobileApp,1
713,25-34,Non-binary,Los Angeles,Various,Premium,2022-10-19,Romance,TabletApp,1
714,25-34,Male,Los Angeles,Various,Basic,2022-05-20,Comedy,StreamMax,1
715,45-54,Female,Sydney,Various,Family,2022-07-12,Comedy,StreamMax,1
716,18-24,Male,Tokyo,Various,Free,2022-10-16,Comedy,MobileApp,1
717,18-24,Male,Dubai,Various,Free,2022-06-04,Sci-Fi,WebBrowser,1
718,35-44,Female,Los Angeles,Various,Premium,2023-04-20,Romance,StreamMax,1
719,25-34,Male,Toronto,Various,Premium,2024-03-05,Thriller,StreamMax,1
720,25-34,Female,Bangalore,India,Family,2024-04-28,Sci-Fi,StreamMax,0
721,25-34,Female,Dubai,Various,Family,2022-09-11,Romance,StreamMax,1
722,18-24,Non-binary,Dubai,Various,Basic,2023-04-30,Thriller,SmartTV,0
723,18-24,Non-binary,Bangalore,India,Free,2022-09-17,Thriller,SmartTV,1
724,18-24,Non-binary,Berlin,Various,Basic,2022-04-26,Drama,WebBrowser,1
725,35-44,Non-binary,Bangalore,India,Free,2023-02-10,Drama,StreamMax,0
726,45-54,Non-binary,Sydney,Various,Basic,2023-01-16,Sci-Fi,MobileApp,1
727,55+,Female,Delhi,India,Free,2022-03-03,Comedy,MobileApp,1
728,18-24,Male,Singapore,Various,Family,2022-08-27,Comedy,TabletApp,1
729,35-44,Female,Singapore,Various,Basic,2022-01-22,Romance,WebBrowser,1
730,35-44,Male,Bangalore,India,Family,2023-12-25,Thriller,TabletApp,1
731,45-54,Male,Dubai,Various,Basic,2023-07-11,Comedy,SmartTV,1
732,55+,Non-binary,Chennai,India,Basic,2022-03-12,Action,MobileApp,1
733,35-44,Non-binary,Toronto,Various,Premium,2023-04-10,Sci-Fi,TabletApp,1
734,18-24,Non-binary,Bangalore,India,Premium,2024-03-05,Action,MobileApp,1
735,55+,Female,Delhi,India,Basic,2023-06-21,Romance,WebBrowser,1
736,55+,Female,Bangalore,India,Premium,2023-02-24,Romance,SmartTV,1
737,18-24,Male,Tokyo,Various,Basic,2022-07-02,Sci-Fi,MobileApp,1
738,18-24,Male,Hyderabad,India,Family,2023-11-05,Thriller,TabletApp,1
739,35-44,Male,Sydney,Various,Premium,2022-08-15,Action,StreamMax,1
740,25-34,Non-binary,Berlin,Various,Family,2024-05-02,Sci-Fi,WebBrowser,1
741,35-44,Non-binary,Mumbai,India,Family,2024-04-21,Comedy,StreamMax,1
742,55+,Male,Chennai,India,Free,2024-05-04,Comedy,StreamMax,0
743,18-24,Male,Tokyo,Various,Basic,2023-06-29,Thriller,MobileApp,1
744,25-34,Non-binary,Paris,Various,Basic,2023-07-26,Romance,TabletApp,1
745,55+,Female,Delhi,India,Family,2023-12-21,Romance,WebBrowser,0
746,25-34,Non-binary,Bangalore,India,Family,2023-06-01,Comedy,MobileApp,1
747,45-54,Female,Sydney,Various,Premium,2023-07-18,Comedy,SmartTV,1
748,45-54,Non-binary,Paris,Various,Premium,2023-09-16,Drama,TabletApp,1
749,55+,Non-binary,Los Angeles,Various,Premium,2023-01-04,Thriller,WebBrowser,0
750,18-24,Female,Mumbai,India,Free,2023-06-15,Drama,SmartTV,1
751,25-34,Female,Hyderabad,India,Free,2024-03-01,Romance,SmartTV,0
752,55+,Non-binary,Tokyo,Various,Basic,2022-04-07,Sci-Fi,WebBrowser,1
753,35-44,Female,Bangalore,India,Basic,2022-08-27,Comedy,SmartTV,1
754,55+,Male,Los Angeles,Various,Free,2024-01-11,Comedy,WebBrowser,1
755,55+,Male,Toronto,Various,Premium,2022-02-08,Romance,TabletApp,1
756,18-24,Female,Singapore,Various,Premium,2024-04-16,Thriller,WebBrowser,0
757,25-34,Non-binary,Delhi,India,Free,2023-10-12,Romance,WebBrowser,1
758,18-24,Female,Tokyo,Various,Basic,2022-12-01,Action,MobileApp,1
759,45-54,Female,Paris,Various,Free,2022-08-16,Thriller,SmartTV,1
760,25-34,Female,Bangalore,India,Free,2023-05-03,Action,StreamMax,1
761,18-24,Female,Chennai,India,Family,2024-03-03,Romance,MobileApp,1
762,55+,Male,London,Various,Family,2023-02-09,Romance,TabletApp,1
763,55+,Male,Sydney,Various,Basic,2022-03-15,Comedy,WebBrowser,1
764,55+,Male,Berlin,Various,Free,2023-11-19,Thriller,WebBrowser,1
765,35-44,Female,Hyderabad,India,Free,2024-02-28,Comedy,MobileApp,0
766,45-54,Non-binary,Sydney,Various,Basic,2023-03-28,Sci-Fi,MobileApp,1
767,25-34,Non-binary,New York,Various,Free,2022-04-26,Romance,StreamMax,1
768,25-34,Female,Sydney,Various,Free,2022-12-18,Romance,StreamMax,1
769,18-24,Female,London,Various,Basic,2024-01-28,Action,MobileApp,1
770,35-44,Non-binary,Tokyo,Various,Family,2023-09-30,Romance,MobileApp,1
771,18-24,Female,Paris,Various,Free,2022-09-19,Drama,StreamMax,1
772,55+,Female,Singapore,Various,Free,2023-04-22,Romance,StreamMax,1
773,35-44,Non-binary,Paris,Various,Premium,2022-04-21,Sci-Fi,SmartTV,0
774,45-54,Male,Paris,Various,Family,2023-06-05,Romance,StreamMax,0
775,55+,Non-binary,London,Various,Free,2022-07-10,Drama,TabletApp,0
776,18-24,Male,Tokyo,Various,Basic,2023-06-27,Comedy,SmartTV,1
777,25-34,Male,Dubai,Various,Premium,2023-12-02,Comedy,SmartTV,1
778,55+,Female,Hyderabad,India,Free,2023-10-03,Comedy,WebBrowser,0
779,18-24,Non-binary,Toronto,Various,Premium,2022-08-19,Drama,SmartTV,0
780,25-34,Male,Paris,Various,Family,2023-06-18,Romance,TabletApp,0
781,25-34,Female,Paris,Various,Basic,2023-08-10,Drama,WebBrowser,0
782,55+,Female,Berlin,Various,Family,2023-07-10,Drama,MobileApp,1
783,55+,Non-binary,Sydney,Various,Basic,2022-05-22,Comedy,TabletApp,0
784,25-34,Non-binary,Los Angeles,Various,Basic,2022-11-22,Sci-Fi,TabletApp,1
785,18-24,Male,Dubai,Various,Premium,2024-05-09,Drama,StreamMax,1
786,45-54,Female,Berlin,Various,Premium,2023-03-30,Romance,SmartTV,1
787,18-24,Male,Hyderabad,India,Basic,2022-01-27,Action,TabletApp,1
788,55+,Male,Sydney,Various,Basic,2022-08-25,Romance,StreamMax,1
789,45-54,Male,Dubai,Various,Family,2023-12-31,Romance,SmartTV,1
790,45-54,Female,Los Angeles,Various,Basic,2022-06-17,Drama,MobileApp,1
791,18-24,Female,Singapore,Various,Family,2022-08-16,Romance,MobileApp,1
792,25-34,Female,Delhi,India,Family,2023-12-06,Comedy,WebBrowser,0
793,45-54,Male,Los Angeles,Various,Family,2024-01-08,Comedy,WebBrowser,1
794,55+,Non-binary,Dubai,Various,Free,2023-06-18,Sci-Fi,WebBrowser,1
795,18-24,Male,Berlin,Various,Family,2024-01-23,Sci-Fi,TabletApp,1
796,18-24,Male,Singapore,Various,Premium,2023-03-27,Thriller,SmartTV,1
797,45-54,Male,Chennai,India,Family,2022-10-29,Action,StreamMax,1
798,25-34,Female,Berlin,Various,Family,2022-04-03,Romance,TabletApp,1
799,55+,Non-binary,Singapore,Various,Basic,2023-02-07,Thriller,SmartTV,1
800,45-54,Non-binary,Bangalore,India,Basic,2023-04-11,Sci-Fi,SmartTV,1
801,25-34,Non-binary,Paris,Various,Free,2022-04-04,Sci-Fi,WebBrowser,1
802,55+,Non-binary,Delhi,India,Family,2024-01-15,Action,TabletApp,0
803,55+,Female,Los Angeles,Various,Free,2024-02-26,Drama,SmartTV,1
804,25-34,Male,Paris,Various,Basic,2022-07-03,Romance,StreamMax,1
805,45-54,Female,Chennai,India,Basic,2022-05-01,Drama,MobileApp,1
806,35-44,Male,Singapore,Various,Family,2023-05-25,Thriller,TabletApp,1
807,45-54,Male,Sydney,Various,Basic,2023-08-26,Romance,WebBrowser,1
808,18-24,Non-binary,London,Various,Free,2022-09-08,Action,SmartTV,1
809,25-34,Male,Tokyo,Various,Basic,2022-06-01,Sci-Fi,SmartTV,1
810,18-24,Non-binary,Toronto,Various,Premium,2022-12-06,Sci-Fi,StreamMax,1
811,25-34,Non-binary,Bangalore,India,Premium,2023-09-18,Romance,TabletApp,1
812,25-34,Female,Tokyo,Various,Premium,2022-02-06,Sci-Fi,SmartTV,1
813,45-54,Male,Berlin,Various,Family,2024-05-13,Action,StreamMax,1
814,18-24,Non-binary,Bangalore,India,Premium,2022-12-04,Action,WebBrowser,1
815,25-34,Non-binary,Dubai,Various,Free,2022-04-22,Action,TabletApp,0
816,55+,Non-binary,London,Various,Premium,2023-03-14,Action,SmartTV,1
817,55+,Female,Sydney,Various,Basic,2023-09-22,Action,WebBrowser,1
818,45-54,Female,Paris,Various,Basic,2023-09-17,Drama,SmartTV,0
819,18-24,Male,Mumbai,India,Family,2023-10-03,Sci-Fi,MobileApp,1
820,45-54,Male,Los Angeles,Various,Premium,2022-12-25,Action,MobileApp,1
821,35-44,Female,Hyderabad,India,Free,2022-11-12,Comedy,TabletApp,1
822,18-24,Male,Singapore,Various,Premium,2022-12-16,Thriller,TabletApp,1
823,25-34,Male,Mumbai,India,Premium,2024-05-03,Comedy,WebBrowser,0
824,18-24,Non-binary,Singapore,Various,Basic,2023-05-09,Drama,WebBrowser,0
825,35-44,Female,Tokyo,Various,Family,2024-01-31,Sci-Fi,TabletApp,1
826,35-44,Non-binary,Dubai,Various,Free,2022-08-02,Action,SmartTV,1
827,35-44,Male,Berlin,Various,Basic,2022-10-15,Sci-Fi,SmartTV,0
828,55+,Male,Paris,Various,Family,2022-07-11,Action,StreamMax,0
829,35-44,Non-binary,Singapore,Various,Premium,2023-12-28,Sci-Fi,SmartTV,1
830,25-34,Female,London,Various,Family,2024-04-29,Comedy,MobileApp,1
831,18-24,Female,Bangalore,India,Free,2024-03-07,Drama,StreamMax,1
832,45-54,Non-binary,Mumbai,India,Basic,2022-07-14,Comedy,WebBrowser,1
833,35-44,Female,Tokyo,Various,Basic,2024-02-27,Sci-Fi,TabletApp,1
834,25-34,Non-binary,Bangalore,India,Free,2023-04-16,Thriller,TabletApp,1
835,18-24,Non-binary,Chennai,India,Free,2022-12-08,Thriller,StreamMax,1
836,35-44,Male,Singapore,Various,Premium,2023-10-17,Drama,SmartTV,1
837,35-44,Non-binary,Chennai,India,Premium,2024-03-02,Thriller,StreamMax,1
838,35-44,Male,Bangalore,India,Free,2023-09-30,Action,TabletApp,1
839,35-44,Non-binary,Tokyo,Various,Premium,2022-10-05,Drama,SmartTV,1
840,18-24,Female,Bangalore,India,Premium,2023-07-08,Thriller,StreamMax,1
841,18-24,Male,London,Various,Family,2022-02-25,Sci-Fi,WebBrowser,1
842,55+,Non-binary,Dubai,Various,Family,2023-09-24,Comedy,SmartTV,1
843,55+,Male,Hyderabad,India,Family,2023-08-05,Drama,StreamMax,1
844,45-54,Male,Berlin,Various,Family,2022-11-14,Romance,WebBrowser,1
845,25-34,Non-binary,Hyderabad,India,Premium,2023-01-08,Thriller,MobileApp,1
846,35-44,Female,Paris,Various,Family,2023-05-15,Sci-Fi,StreamMax,1
847,45-54,Female,New York,Various,Basic,2022-10-17,Comedy,TabletApp,1
848,18-24,Female,Tokyo,Various,Free,2022-11-30,Action,StreamMax,1
849,45-54,Female,Tokyo,Various,Family,2022-09-02,Action,MobileApp,1
850,45-54,Male,London,Various,Premium,2022-08-02,Romance,TabletApp,1
851,55+,Female,Los Angeles,Various,Basic,2022-06-27,Romance,StreamMax,1
852,55+,Female,Dubai,Various,Free,2023-08-30,Action,WebBrowser,1
853,45-54,Male,Delhi,India,Premium,2023-02-20,Sci-Fi,TabletApp,1
854,55+,Female,Toronto,Various,Premium,2023-05-22,Romance,StreamMax,1
855,25-34,Non-binary,Toronto,Various,Free,2024-02-15,Drama,MobileApp,1
856,45-54,Non-binary,Chennai,India,Family,2022-07-20,Drama,SmartTV,1
857,35-44,Female,Singapore,Various,Premium,2022-04-02,Action,StreamMax,1
858,45-54,Male,Tokyo,Various,Premium,2022-03-05,Comedy,TabletApp,0
859,55+,Female,Mumbai,India,Free,2024-05-31,Comedy,StreamMax,1
860,55+,Female,Dubai,Various,Premium,2023-12-30,Thriller,WebBrowser,1
861,25-34,Non-binary,Tokyo,Various,Basic,2023-05-02,Drama,MobileApp,1
862,35-44,Female,Toronto,Various,Basic,2022-10-23,Romance,MobileApp,1
863,18-24,Male,Delhi,India,Family,2023-11-05,Thriller,MobileApp,1
864,45-54,Female,Paris,Various,Family,2023-10-01,Drama,WebBrowser,1
865,45-54,Female,Tokyo,Various,Premium,2022-08-20,Drama,WebBrowser,1
866,45-54,Non-binary,Sydney,Various,Basic,2023-12-31,Action,SmartTV,1
867,55+,Female,Tokyo,Various,Free,2022-02-08,Action,WebBrowser,1
868,55+,Female,Delhi,India,Free,2022-05-26,Romance,TabletApp,0
869,35-44,Female,Singapore,Various,Free,2023-06-20,Action,StreamMax,1
870,18-24,Non-binary,Paris,Various,Premium,2023-09-20,Sci-Fi,SmartTV,1
871,45-54,Female,Mumbai,India,Family,2023-08-11,Romance,SmartTV,1
872,35-44,Female,Singapore,Various,Basic,2022-02-06,Romance,TabletApp,1
873,55+,Female,Dubai,Various,Free,2023-10-07,Thriller,TabletApp,1
874,35-44,Non-binary,Mumbai,India,Free,2022-10-21,Thriller,StreamMax,1
875,35-44,Female,Delhi,India,Basic,2023-09-23,Comedy,SmartTV,0
876,18-24,Non-binary,Mumbai,India,Basic,2023-08-29,Romance,MobileApp,1
877,25-34,Female,New York,Various,Basic,2023-05-12,Drama,TabletApp,0
878,18-24,Male,New York,Various,Basic,2024-05-07,Thriller,WebBrowser,1
879,45-54,Non-binary,Hyderabad,India,Basic,2022-08-04,Action,SmartTV,1
880,18-24,Male,Chennai,India,Basic,2023-04-21,Thriller,WebBrowser,1
881,55+,Male,Dubai,Various,Family,2023-12-01,Romance,WebBrowser,1
882,55+,Female,Bangalore,India,Free,2022-10-23,Thriller,WebBrowser,1
883,18-24,Male,Tokyo,Various,Premium,2024-05-14,Thriller,TabletApp,0
884,35-44,Female,Toronto,Various,Premium,2022-10-01,Sci-Fi,SmartTV,1
885,45-54,Non-binary,Los Angeles,Various,Basic,2024-01-22,Romance,TabletApp,1
886,35-44,Non-binary,Tokyo,Various,Basic,2022-11-17,Action,StreamMax,1
887,18-24,Male,Toronto,Various,Family,2022-04-11,Action,StreamMax,1
888,25-34,Non-binary,New York,Various,Premium,2022-09-15,Drama,StreamMax,1
889,18-24,Non-binary,Delhi,India,Basic,2023-09-06,Romance,StreamMax,1
890,18-24,Non-binary,Delhi,India,Basic,2023-01-20,Romance,TabletApp,1
891,18-24,Non-binary,Bangalore,India,Basic,2022-09-17,Comedy,WebBrowser,1
892,45-54,Female,Delhi,India,Family,2023-12-10,Romance,SmartTV,1
893,18-24,Female,Singapore,Various,Free,2023-01-27,Thriller,SmartTV,0
894,35-44,Male,Chennai,India,Family,2022-03-13,Thriller,MobileApp,1
895,45-54,Male,Bangalore,India,Basic,2023-07-08,Thriller,MobileApp,1
896,45-54,Non-binary,Delhi,India,Premium,2022-04-16,Sci-Fi,StreamMax,1
897,35-44,Female,Dubai,Various,Free,2023-05-25,Drama,StreamMax,0
898,45-54,Female,Paris,Various,Basic,2023-12-18,Comedy,WebBrowser,1
899,45-54,Female,Tokyo,Various,Family,2023-02-18,Romance,StreamMax,1
900,45-54,Non-binary,Mumbai,India,Family,2022-05-05,Action,TabletApp,0
901,35-44,Non-binary,New York,Various,Premium,2023-02-15,Sci-Fi,StreamMax,1
902,35-44,Male,Toronto,Various,Family,2024-02-18,Comedy,MobileApp,1
903,45-54,Non-binary,Mumbai,India,Basic,2022-11-03,Romance,WebBrowser,0
904,35-44,Female,Paris,Various,Free,2023-10-10,Thriller,MobileApp,1
905,18-24,Non-binary,Hyderabad,India,Basic,2023-05-16,Thriller,StreamMax,1
906,35-44,Female,Paris,Various,Family,2022-01-17,Sci-Fi,SmartTV,1
907,18-24,Female,Singapore,Various,Free,2022-08-05,Romance,TabletApp,1
908,55+,Male,Paris,Various,Basic,2022-03-15,Sci-Fi,MobileApp,1
909,45-54,Non-binary,Mumbai,India,Free,2022-09-06,Romance,MobileApp,1
910,18-24,Female,Paris,Various,Free,2023-04-13,Action,MobileApp,1
911,18-24,Male,Delhi,India,Family,2023-09-02,Action,MobileApp,1
912,45-54,Female,Hyderabad,India,Family,2022-11-29,Sci-Fi,TabletApp,1
913,25-34,Male,New York,Various,Basic,2022-12-10,Sci-Fi,StreamMax,1
914,45-54,Male,Singapore,Various,Premium,2023-07-21,Drama,WebBrowser,1
915,18-24,Male,Sydney,Various,Free,2024-03-21,Romance,TabletApp,1
916,18-24,Female,Bangalore,India,Free,2022-01-07,Sci-Fi,MobileApp,0
917,55+,Female,Dubai,Various,Family,2023-12-12,Thriller,MobileApp,1
918,35-44,Non-binary,Paris,Various,Family,2023-02-26,Drama,MobileApp,1
919,55+,Male,Mumbai,India,Family,2023-09-19,Sci-Fi,SmartTV,1
920,55+,Male,Mumbai,India,Basic,2022-05-01,Action,StreamMax,1
921,55+,Non-binary,Toronto,Various,Basic,2023-04-21,Romance,MobileApp,1
922,18-24,Male,Hyderabad,India,Family,2023-05-25,Drama,MobileApp,1
923,18-24,Non-binary,Mumbai,India,Premium,2022-10-19,Drama,WebBrowser,1
924,45-54,Male,Sydney,Various,Free,2024-01-29,Sci-Fi,TabletApp,1
925,18-24,Female,Singapore,Various,Free,2022-03-14,Drama,WebBrowser,1
926,45-54,Male,New York,Various,Premium,2022-08-24,Sci-Fi,SmartTV,1
927,45-54,Male,Hyderabad,India,Family,2022-08-14,Sci-Fi,WebBrowser,1
928,45-54,Male,Mumbai,India,Basic,2023-09-17,Thriller,MobileApp,1
929,45-54,Non-binary,Bangalore,India,Basic,2023-10-10,Comedy,SmartTV,1
930,18-24,Non-binary,Bangalore,India,Free,2022-10-15,Drama,StreamMax,0
931,45-54,Male,London,Various,Premium,2022-08-14,Comedy,TabletApp,1
932,55+,Male,Singapore,Various,Basic,2022-03-30,Thriller,TabletApp,1
933,55+,Female,Hyderabad,India,Family,2022-10-13,Sci-Fi,WebBrowser,1
934,25-34,Female,Hyderabad,India,Family,2023-08-17,Drama,TabletApp,0
935,55+,Male,Berlin,Various,Family,2022-02-15,Sci-Fi,WebBrowser,1
936,18-24,Female,Tokyo,Various,Family,2023-05-06,Romance,StreamMax,1
937,18-24,Non-binary,Hyderabad,India,Free,2023-12-11,Romance,WebBrowser,0
938,35-44,Female,Bangalore,India,Basic,2023-10-26,Sci-Fi,StreamMax,1
939,25-34,Non-binary,Chennai,India,Family,2024-05-28,Action,TabletApp,1
940,45-54,Male,London,Various,Family,2022-07-09,Comedy,WebBrowser,1
941,18-24,Female,Mumbai,India,Premium,2023-06-28,Sci-Fi,SmartTV,1
942,55+,Non-binary,Chennai,India,Basic,2024-03-17,Romance,StreamMax,1
943,18-24,Non-binary,New York,Various,Premium,2022-02-22,Sci-Fi,WebBrowser,1
944,18-24,Female,Sydney,Various,Premium,2022-06-29,Romance,TabletApp,1
945,25-34,Male,Tokyo,Various,Premium,2022-09-02,Action,StreamMax,1
946,55+,Non-binary,Dubai,Various,Basic,2024-02-11,Romance,MobileApp,1
947,35-44,Non-binary,Berlin,Various,Family,2022-10-11,Sci-Fi,StreamMax,1
948,45-54,Non-binary,London,Various,Free,2023-04-27,Romance,TabletApp,1
949,35-44,Female,Tokyo,Various,Premium,2024-03-30,Romance,StreamMax,1
950,45-54,Male,Berlin,Various,Free,2023-02-05,Drama,SmartTV,0
951,18-24,Male,Delhi,India,Premium,2022-04-25,Romance,MobileApp,1
952,25-34,Non-binary,Toronto,Various,Free,2022-10-28,Thriller,TabletApp,0
953,35-44,Female,London,Various,Family,2024-01-26,Romance,StreamMax,1
954,18-24,Male,Delhi,India,Premium,2023-02-26,Action,SmartTV,1
955,35-44,Female,Singapore,Various,Family,2023-04-14,Comedy,TabletApp,1
956,35-44,Male,Singapore,Various,Premium,2022-08-21,Thriller,SmartTV,0
957,18-24,Male,Singapore,Various,Premium,2022-10-19,Thriller,MobileApp,1
958,55+,Female,Bangalore,India,Basic,2022-06-29,Romance,MobileApp,1
959,18-24,Female,Delhi,India,Basic,2023-03-28,Comedy,SmartTV,1
960,18-24,Non-binary,Tokyo,Various,Premium,2022-12-19,Drama,SmartTV,1
961,55+,Female,Bangalore,India,Free,2022-01-26,Thriller,WebBrowser,1
962,35-44,Male,London,Various,Free,2024-01-27,Action,TabletApp,1
963,35-44,Female,Dubai,Various,Premium,2024-02-12,Action,MobileApp,1
964,45-54,Female,Dubai,Various,Free,2024-01-20,Thriller,StreamMax,1
965,18-24,Female,Tokyo,Various,Free,2023-02-16,Action,MobileApp,1
966,35-44,Male,Delhi,India,Basic,2023-08-21,Action,MobileApp,1
967,35-44,Male,Singapore,Various,Free,2022-03-27,Action,WebBrowser,1
968,55+,Female,Delhi,India,Basic,2023-05-18,Comedy,TabletApp,1
969,35-44,Female,Mumbai,India,Basic,2024-01-04,Thriller,SmartTV,1
970,35-44,Female,Mumbai,India,Premium,2022-11-12,Thriller,TabletApp,1
971,45-54,Non-binary,Dubai,Various,Family,2024-04-02,Thriller,SmartTV,1
972,45-54,Non-binary,Dubai,Various,Family,2022-05-23,Action,TabletApp,1
973,35-44,Female,Hyderabad,India,Premium,2022-03-09,Action,WebBrowser,1
974,35-44,Female,Los Angeles,Various,Basic,2023-07-24,Thriller,TabletApp,1
975,25-34,Male,Bangalore,India,Family,2022-10-24,Action,WebBrowser,1
976,35-44,Non-binary,Toronto,Various,Premium,2023-05-21,Action,WebBrowser,1
977,18-24,Male,Singapore,Various,Premium,2022-11-04,Romance,WebBrowser,1
978,35-44,Female,Paris,Various,Basic,2023-05-19,Romance,MobileApp,1
979,35-44,Female,Singapore,Various,Free,2023-09-06,Romance,SmartTV,1
980,45-54,Female,Sydney,Various,Family,2023-12-12,Sci-Fi,SmartTV,1
981,18-24,Female,Sydney,Various,Basic,2023-08-19,Sci-Fi,MobileApp,1
982,25-34,Female,Berlin,Various,Basic,2022-02-24,Comedy,SmartTV,1
983,35-44,Male,Berlin,Various,Premium,2022-10-26,Action,StreamMax,1
984,25-34,Male,Singapore,Various,Basic,2023-07-11,Comedy,SmartTV,1
985,35-44,Female,Paris,Various,Premium,2022-04-09,Action,TabletApp,1
986,18-24,Male,Bangalore,India,Premium,2023-01-17,Thriller,WebBrowser,1
987,25-34,Male,Berlin,Various,Basic,2022-06-08,Action,MobileApp,1
988,55+,Non-binary,Singapore,Various,Free,2023-03-04,Thriller,StreamMax,1
989,18-24,Female,Bangalore,India,Premium,2022-11-16,Romance,SmartTV,1
990,55+,Non-binary,London,Various,Premium,2022-06-26,Romance,SmartTV,1
991,18-24,Male,Toronto,Various,Basic,2024-05-27,Romance,MobileApp,1
992,25-34,Male,Chennai,India,Basic,2022-03-22,Thriller,StreamMax,1
993,45-54,Female,Singapore,Various,Free,2022-07-21,Sci-Fi,StreamMax,1
994,55+,Male,Tokyo,Various,Family,2022-05-02,Comedy,StreamMax,1
995,18-24,Male,Paris,Various,Free,2023-09-09,Drama,TabletApp,0
996,35-44,Male,Bangalore,India,Free,2022-05-30,Romance,SmartTV,0
997,35-44,Male,New York,Various,Basic,2023-06-02,Action,StreamMax,1
998,18-24,Non-binary,Sydney,Various,Basic,2024-01-03,Drama,SmartTV,1
999,55+,Male,Singapore,Various,Free,2022-08-08,Action,WebBrowser,1
1000,25-34,Female,Sydney,Various,Free,2022-07-05,Comedy,WebBrowser,1
1001,25-34,Female,Tokyo,Various,Free,2024-02-19,Comedy,StreamMax,1
1002,25-34,Female,Tokyo,Various,Premium,2023-12-23,Comedy,TabletApp,1
1003,35-44,Female,Delhi,India,Free,2023-01-30,Comedy,WebBrowser,1
1004,45-54,Male,Chennai,India,Family,2022-10-25,Thriller,MobileApp,0
1005,45-54,Non-binary,Berlin,Various,Premium,2022-07-03,Sci-Fi,WebBrowser,1
1006,45-54,Non-binary,Los Angeles,Various,Free,2022-05-03,Drama,WebBrowser,1
1007,18-24,Non-binary,Sydney,Various,Basic,2022-03-08,Comedy,MobileApp,1
1008,45-54,Male,Sydney,Various,Basic,2024-05-08,Thriller,WebBrowser,1
1009,55+,Non-binary,Dubai,Various,Premium,2024-02-14,Romance,WebBrowser,1
1010,55+,Female,Paris,Various,Family,2023-06-08,Comedy,MobileApp,1
1011,18-24,Female,Delhi,India,Family,2023-05-25,Drama,MobileApp,1
1012,18-24,Male,Dubai,Various,Family,2023-11-26,Sci-Fi,MobileApp,1
1013,35-44,Male,Paris,Various,Premium,2023-09-29,Action,StreamMax,1
1014,55+,Female,Paris,Various,Family,2022-07-26,Comedy,WebBrowser,1
1015,55+,Female,Chennai,India,Free,2024-02-22,Sci-Fi,WebBrowser,0
1016,45-54,Female,Delhi,India,Premium,2024-05-23,Thriller,WebBrowser,1
